form	lemma	POS	morph
commentari	commentor2	VER	Mood=Inf|Tense=Pres|Voice=Dep
:	:	PUNC	MORPH=empty
leges	lex	NOMcom	Case=Acc|Numb=Plur
autem	autem	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
conscientię	conscientia	ADJqua	Case=Gen|Numb=Sing
hominum	homo	NOMcom	Case=Gen|Numb=Plur
regendę	rego	VER	Numb=Sing|Mood=Adj|Voice=Pass
,	,	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
inflectendæ	inflecto	VER	Case=Gen|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
ratione	ratio	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
modo	modus	NOMcom	Case=Abl|Numb=Sing
(	(	PUNC	MORPH=empty
præter	praeter2	PRE	MORPH=empty
eas	is	PROdem	Case=Acc|Numb=Plur|Gend=Fem
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem
Dei	deus	NOMcom	Case=Gen|Numb=Sing
verbo	uerbum	NOMcom	Case=Abl|Numb=Sing
præscriptæ	praescribo	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
)	)	PUNC	MORPH=empty
nouas	nouus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
cogitare	cogito	VER	Mood=Inf|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
comminisci	comminiscor	VER	Mood=Inf|Tense=Pres|Voice=Dep
,	,	PUNC	MORPH=empty
denique	denique	ADV	Deg=Pos
de	de	PRE	MORPH=empty
legitima	legitimus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
eorum	is	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
ecclesiam	ecclesia	NOMcom	Case=Acc|Numb=Sing
(	(	PUNC	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
domũ	domus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
Dei	deus	NOMcom	Case=Gen|Numb=Sing
nõ	no	ADVneg	Numb=Sing
ipsorũ	ipse	PROdem	Case=Abl|Numb=Plur|Gend=Masc
Regum	rex	NOMcom	Case=Gen|Numb=Plur
gubernant	guberno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
)	)	PUNC	MORPH=empty
vocatione	uocatio	NOMcom	Case=Abl|Numb=Sing
pręter	praeter2	PRE	MORPH=empty
Dei	deus	NOMcom	Case=Gen|Numb=Sing
.	.	PUNC	MORPH=empty
i	eo1	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
.	.	PUNC	MORPH=empty
ipsius	ipse	PROdem	Case=Gen|Numb=Sing|Gend=Com
Domini	dominus	NOMcom	Case=Gen|Numb=Sing
domus	domus	NOMcom	Case=Gen|Numb=Sing
voluntatem	uoluntas	NOMcom	Case=Acc|Numb=Sing
leges	lex	NOMcom	Case=Acc|Numb=Plur
inquam	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
et	et2	CONcoo	MORPH=empty
regulas	regula	NOMcom	Case=Acc|Numb=Plur
condere	condo	VER	Mood=Inf|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
sancire	sancio	VER	Mood=Inf|Tense=Pres|Voice=Act
certè	certe	ADV	Deg=Pos
quidẽ	quidem	ADV	MORPH=empty
{quidẽ}	cum3	CON	MORPH=empty
illi	ille	PROdem	Case=Nom|Numb=Plur|Gend=Masc
nullo	nullus	PROind	Case=Abl|Numb=Sing|Gend=MascNeut
iure	ius1	NOMcom	Case=Abl|Numb=Sing
possunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Ac	ac1	CONcoo	MORPH=empty
,	,	PUNC	MORPH=empty
vti	ut1	ADVrel	MORPH=empty
dixi	dico2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
nec	nec2	CONcoo	MORPH=empty
Ecclesia	ecclesia	NOMcom	Case=Nom|Numb=Sing
quidem	quidem	ADV	Deg=Pos
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
vniuersa	uniuersus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
et	et2	CONcoo	MORPH=empty
collecta	colligo3	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
in	in	PRE	MORPH=empty
Oecumeniis	Oecumenius	NOMpro	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
vocãt	uoco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
cõciliis	consilium	NOMcom	Case=Abl|Numb=Plur|Gend=Neut
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
quoque	quoque	ADV	Deg=Pos
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
adeo	adeo2	ADV	Deg=Pos
vt	ut4	CONsub	MORPH=empty
mera	merus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
fuerit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
tyrãnis	tyrannus	NOMcom	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
ius	ius1	NOMcom	Case=Acc|Numb=Sing
ipsum	ipse	PROdem	Case=Acc|Numb=Sing|Gend=MascNeut
Dei	deus	NOMcom	Case=Gen|Numb=Sing
inuasio	inuasio	NOMcom	Case=Nom|Numb=Sing
improbissima	improbus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Sup
quicquid	quisquis1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
Synodi	synodus	NOMpro	Case=Gen|Numb=Sing|Gend=Fem
illæ	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem
Oecumenicæ	oecumenicus	ADJqua	Case=Gen|Numb=Sing|Gend=Com
contra	contra2	PRE	MORPH=empty
præscriptam	praescribo	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
verbo	uerbum	NOMcom	Case=Dat|Numb=Sing
Dei	deus	NOMcom	Case=Gen|Numb=Sing
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing
Ecclesiasticæ	ecclesiasticus	NOMpro	Case=Dat|Numb=Sing|Gend=Fem|Deg=Pos
οὐσίαν	[Greek]	FOR	MORPH=empty
induxerũt	induco	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
sanciuerunt	sancio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
quanquam	quamquam2	CONsub	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
aliquid	aliquis	PROind	Case=Acc|Numb=Sing|Gend=Neut
melius	bene	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Comp
et	et2	CONcoo	MORPH=empty
sanctius	sancte	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Comp
moliri	molior	VER	Mood=Inf|Tense=Pres|Voice=Dep
existimarẽt	existimo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Quod	quod1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
verum	uerus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
vel	uel2	CONcoo	Deg=Pos
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
confusio	confusio	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
ruináque	ruina	NOMcom	Case=Nom|Numb=Sing
{ruináque}	que	CON	MORPH=empty
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
inde	inde	ADV	Deg=Pos
consecuta	consequor	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
manifestè	manifeste	ADV	Deg=Pos
declarat	declaro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Nam	nam	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem
Apostolicis	apostolicus	ADJqua	Case=Dat|Numb=Plur|Gend=Com|Deg=Pos
scriptis	scribo	NOMcom	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
præscripta	praescribo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
disciplina	disciplina	NOMcom	Case=Nom|Numb=Sing
retenta	retineo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
fuisset	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
nũquam	numquam	ADVneg	Case=Acc|Deg=Pos
in	in	PRE	MORPH=empty
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem
perturbationem	perturbatio	NOMcom	Case=Acc|Numb=Sing
Ecclesia	ecclesia	NOMcom	Case=Nom|Numb=Sing
incidisset	incido1	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
à	ab	PRE	MORPH=empty
qua	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Fem
miserrimè	misere	ADV	Deg=Sup
tandem	tandem	ADV	Deg=Pos
pessundata	pessumdo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
igitur	igitur	CONcoo	MORPH=empty
,	,	PUNC	MORPH=empty
damnamûsne	damno	NOMcom	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
{damnamûsne}	ne2	ADV	MORPH=empty
omnes	omnis	PROind	Case=Acc|Numb=Plur|Gend=MascFem
eas	is	PROdem	Case=Acc|Numb=Plur|Gend=Fem
Euãgelicas	euangelicus	ADJqua	Case=Acc|Numb=Plur|Gend=Com|Deg=Pos
Ecclesias	ecclesia	NOMcom	Case=Acc|Numb=Plur
in	in	PRE	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
vel	uel1	ADV	MORPH=empty
nulla	nullus	PROind	Case=Nom|Numb=Sing|Gend=Fem
disciplina	disciplina	NOMcom	Case=Nom|Numb=Sing
Ecclesiastica	ecclesiasticus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
omnino	omnino	ADV	Deg=Pos
obseruatur	obseruo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
vel	uel2	CONcoo	MORPH=empty
Apostolica	apostolicus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem
nõ	no	ADVneg	Numb=Sing
retinetur	retineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
qui	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Masc
bus	sus	NOMcom	Case=Abl|Numb=Sing
ea	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
vel	uel2	CONcoo	MORPH=empty
corruptaest	corrumpo	NOMcom	Numb=Sing|Gend=Neut|Mood=Sub|Tense=Pqp|Voice=Act
{corruptaest}	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
vel	uel2	CONcoo	MORPH=empty
etiam	etiam	ADV	Deg=Pos
alia	alius	PROind	Case=Nom|Numb=Plur|Gend=Neut
,	,	PUNC	MORPH=empty
pro	pro1	PRE	MORPH=empty
vera	uerus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
substituta	substituo	VER	Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
?	?	PUNC	MORPH=empty
Ad	ad2	PRE	MORPH=empty
hanc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Fem
odiosam	odiosus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
dem	do	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
quæstionem	quaestio	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
tamen	tamen	ADV	Deg=Pos
sæpe	saepe	ADV	MORPH=empty
nobis	noster	PROpos	Case=Dat|Numb=Plur|Gend=Com
obiicitur	obicio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
ingenuè	ingenue	ADV	Deg=Pos
quidem	quidem	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
tamen	tamen	ADV	Deg=Pos
placidè	placide	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
modestè	modeste	ADV	Deg=Pos
respondemus	respondeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
Nos	nos	PROper	Case=Acc|Numb=Plur
propter	propter2	PRE	MORPH=empty
carentiam	careo	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
εἰπουσίαν	[Greek]	FOR	MORPH=empty
?	?	PUNC	MORPH=empty
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing
Ecclesiasticæ	ecclesiasticus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
minimè	parum2	ADV	Deg=Sup
damnare	damno	VER	Mood=Inf|Tense=Pres|Voice=Act
Ecclesias	ecclesia	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
cœtus	coetus	NOMcom	Case=Acc|Numb=Plur
illos	ille	PROdem	Case=Acc|Numb=Plur|Gend=Masc
hominũ	homo	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
vera	uerus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
puràque	purus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
{puràque}	que	CON	MORPH=empty
Euãgelij	euangelium	NOMpro	Case=Gen|Numb=Sing
Christi	Christus	NOMpro	Case=Gen|Numb=Sing
prædicatio	praedicatio	NOMcom	Case=Nom|Numb=Sing
retinetur	retineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
summota	submoueo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
idololatria	idololatria	NOMcom	Case=Abl|Numb=Sing
:	:	PUNC	MORPH=empty
ergo	ergo2	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
diffitemur	diffiteor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1
et	et2	CONcoo	MORPH=empty
eas	is	PROdem	Case=Acc|Numb=Plur|Gend=Fem
etiam	etiam	ADV	Deg=Pos
veras	uerus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
Dei	deus	NOMcom	Case=Gen|Numb=Sing
Ecclesias	ecclesia	NOMcom	Case=Acc|Numb=Plur
.	.	PUNC	MORPH=empty
Vnica	unicus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
enim	enim2	CONcoo	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
eáque	is	PROdem	Case=Nom|Numb=Sing|Gend=Fem
{eáque}	que	CON	MORPH=empty
fundamentalis	fundamentalis	ADJqua	Case=Nom|Numb=Sing|Gend=Com
veræ	uerus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
nota	notus2	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
in	in	PRE	MORPH=empty
his	hic1	PROdem	Case=Abl|Numb=Plur|Gend=Com
terris	terra	NOMcom	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
pura	purus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
nimirũ	nimirum	ADV	MORPH=empty
verbi	uerbum	NOMcom	Case=Gen|Numb=Sing
Dei	deus	NOMcom	Case=Gen|Numb=Sing
predicatio	praedicatio	NOMcom	Case=Nom|Numb=Sing
à	ab	PRE	MORPH=empty
legitimo	legitimus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
pastore	pastor	NOMcom	Case=Abl|Numb=Sing
facta	facio	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
vbicũque	ubicumque1	ADVrel	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
illîc	illic2	ADV	Case=Nom|Deg=Pos
quoque	quoque	ADV	Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Grex	grex	NOMcom	Case=Nom|Numb=Sing
Domini	dominus	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
iuxta	iuxta2	PRE	MORPH=empty
illud	ille	PROdem	Case=Acc|Numb=Sing|Gend=Neut
Christi	Christus	NOMpro	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
Oues	ouis	NOMcom	Case=Acc|Numb=Plur
meę	meus	PROpos	Case=Nom|Numb=Plur|Gend=Fem
vocẽ	uox	NOMcom	Case=Acc|Numb=Sing
meã	meus	PROpos	Case=Acc|Numb=Sing|Gend=Fem
audiunt	audio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
ab	ab	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
cœtu	coetus	NOMcom	Case=Abl|Numb=Sing
sæpe	saepe	ADV	Deg=Pos
Sacramentorum	sacramentum	NOMcom	Case=Gen|Numb=Plur
administratio	administratio	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
sæpe	saepe	ADV	MORPH=empty
etiam	etiam	ADV	Deg=Pos
morum	mos	NOMcom	Case=Gen|Numb=Plur
correctio	correctio	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
Ecclesiasticǽque	ecclesiasticus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
{Ecclesiasticǽque}	que	CON	MORPH=empty
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing
vsus	usus	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
praxis	praxis	NOMcom	Case=Nom|Numb=Sing
exulat	exsulo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
atque	atque1	CONcoo	MORPH=empty
abest	absum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Quod	quod1	PROrel	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
hę	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Com
duę	duo	NOMcom	Numb=Sing
posteriores	posterus	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Comp
notę	notus2	ADJqua	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
tanquam	tamquam1	ADVrel	MORPH=empty
necessarię	necessarius2	ADJqua	Case=Nom|Numb=Plur|Gend=Com|Deg=Pos
,	,	PUNC	MORPH=empty
ad	ad2	PRE	MORPH=empty
veræ	uerus	ADJqua	Case=Gen|Numb=Plur|Gend=Fem|Deg=Pos
Ecclesię	ecclesia	NOMcom	Case=Gen|Numb=Sing
designationẽ	designatio	NOMcom	Case=Acc|Numb=Sing
à	ab	PRE	MORPH=empty
nõnullis	nonnullus	PROind	Case=Abl|Numb=Plur|Gend=Com
pronuntiãtur	pronuntio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
,	,	PUNC	MORPH=empty
ostendũt	ostendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act
illi	ille	PROdem	Case=Dat|Numb=Sing|Gend=Com
tãtum	tantum2	ADV	MORPH=empty
,	,	PUNC	MORPH=empty
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
quantũque	quantus	PROint	Case=Nom|Numb=Sing
{quantũque}	que	CON	MORPH=empty
requiratur	requiro	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
numeris	numerus	NOMcom	Case=Abl|Numb=Plur
absoluta	absoluo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
verę	uere	ADV	Deg=Pos
Ecclesię	ecclesia	NOMcom	Case=Gen|Numb=Sing
facies	facio	NOMcom	Case=Nom|Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act
.	.	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
autem	autem	CONcoo	MORPH=empty
illud	ille	PROdem	Case=Acc|Numb=Sing|Gend=Neut
volunt	uolo3	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
omninò	omnino	ADV	Deg=Pos
Dei	deus	NOMcom	Case=Gen|Numb=Sing
Ecclesiam	ecclesia	NOMcom	Case=Acc|Numb=Sing
dici	dico2	VER	Mood=Inf|Tense=Pres|Voice=Pass
eum	is	PROdem	Case=Acc|Numb=Sing|Gend=Masc
cœtum	coetus	NOMcom	Case=Acc|Numb=Sing
non	non	ADVneg	MORPH=empty
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
quo	qui1	PROrel	Case=Abl|Numb=Sing|Gend=MascNeut
purè	pure	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
verè	uere	ADV	Deg=Pos
verbum	uerbum	NOMcom	Case=Nom|Numb=Sing
diuinum	diuinus2	ADJqua	Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Pos
prædicatur	praedico1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
nulla	nullus	PROind	Case=Nom|Numb=Sing|Gend=Fem
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
disciplinȩ	disciplina	NOMcom	Case=Gen|Numb=Sing
Ecclesiasticę	ecclesiasticus	ADJqua	Case=Gen|Numb=Sing
praxis	praxis	NOMcom	Case=Abl|Numb=Sing|Person=2
.	.	PUNC	MORPH=empty
Sũt	sum2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
igitur	igitur	CONcoo	MORPH=empty
huiusmodi	huiusmodi	ADV	Deg=Pos
Ecclesię	ecclesia	NOMcom	Case=Gen|Numb=Sing
quidem	quidem	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
omnibus	omnis	PROind	Case=Dat|Numb=Plur|Gend=Com
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
partibus	pars	NOMcom	Case=Abl|Numb=Plur
et	et2	CONcoo	MORPH=empty
numeris	numerus	NOMcom	Case=Abl|Numb=Plur
absolutæ	absoluo	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
:	:	PUNC	MORPH=empty
quin	quin2	CONsub	MORPH=empty
potius	potius	ADV	Deg=Comp
claudicantes	claudico	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
Sic	sic	ADV	Deg=Pos
ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
à	ab	PRE	MORPH=empty
nobis	nos	PROper	Case=Abl|Numb=Plur
dicitur	dico2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
homo	homo	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
cui	qui1	PROrel	Case=Dat|Numb=Sing|Gend=Com
brachium	brachium	NOMcom	Case=Nom|Numb=Sing
vtrũque	uterque	PROind	Case=Nom|Gend=Neut
abscissum	abscindo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
modò	modo1	ADV	Deg=Pos
idem	idem	PROdem	Case=Nom|Numb=Sing|Gend=MascNeut
ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
ratiocinatur	ratiocinor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
.	.	PUNC	MORPH=empty
Sed	sed	CONcoo	MORPH=empty
hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut
conari	conor	VER	Mood=Inf|Tense=Pres|Voice=Dep
,	,	PUNC	MORPH=empty
hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut
studere	studeo	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut
efficere	efficio	VER	Mood=Inf|Tense=Pres|Voice=Act
omnibus	omnis	PROind	Case=Dat|Numb=Plur|Gend=Com
modis	modus	NOMcom	Case=Abl|Numb=Plur
